word,frequency
scram,0.09215
scrap,3.582361
scree,0.232946
screw,6.921922
scrub,2.381186
scrum,0.181149
scuba,0.604892
sedan,1.091833
seedy,0.389744
segue,0.088539
seize,4.835801
semen,2.030075
sense,164.466566
sepia,0.408308
serif,0.323709
serum,21.758805
serve,55.908857
setup,5.250138
seven,67.550495
sever,1.016926
sewer,1.916309
shack,1.606728
shade,9.596291
shady,1.614477
shaft,9.784238
shake,9.180301
shaky,1.645456
shale,2.509539
shall,4.437348
shalt,1.116283
shame,12.27848
shank,0.881157
shape,51.372949
shard,0.163549
share,65.634119
shark,2.417861
sharp,29.126906
shave,1.522077
shawl,1.494631
shear,10.596905
sheen,0.983585
sheep,15.868385
sheer,7.928451
sheet,24.915905
sheik,0.433007
shelf,8.072786
shell,19.559029
shied,0.395425
shift,34.095309
shine,4.315044
shiny,3.165701
shire,0.841287
shirk,0.437407
shirt,12.659012
shoal,0.560258
shock,24.693205
shone,3.958378
shook,22.030392
shoot,11.294871
shore,18.132824
shorn,0.668871
short,146.180344
shout,4.943434
shove,1.147998
shown,152.061077
showy,0.631502
shrew,0.569427
shrub,1.691001
shrug,1.433614
shuck,0.137589
shunt,2.802519
shush,0.123073
shyly,0.770562
siege,5.986328
sieve,1.672712
sight,37.02309
sigma,2.337908
silky,0.918588
silly,6.751912
since,128.062496
sinew,0.354818
singe,0.136531
siren,1.149592
sissy,0.577565
sixth,15.419478
sixty,16.18461
skate,0.675502
skier,0.304947
skiff,0.441629
skill,24.683807
skimp,0.090497
skirt,4.641555
skulk,0.062
skull,8.673029
skunk,0.631962
slack,2.981457
slain,3.138794
slang,1.778589
slant,1.388048
slash,1.313113
slate,3.173098
slave,23.667781
sleek,1.120671
sleep,48.983787
sleet,0.458721
slept,9.90519
slice,4.661022
slick,1.675804
slide,10.322912
slime,1.01383
slimy,0.696931
sling,1.37637
slink,0.149564
sloop,0.772132
slope,15.566375
slosh,0.078102
sloth,0.636992
slump,1.346228
slung,1.187317
slunk,0.263944
slurp,0.077523
slush,0.425262
slyly,0.458844
smack,0.973426
small,293.185303
smart,10.43996
smash,1.490825
smear,2.11723
smell,13.954743
smelt,0.835983
smile,30.268626
smirk,0.527024
smite,0.38871
smith,50.241687
smock,0.434973
smoke,20.221308
smoky,1.329032
smote,0.577803
snack,1.785256
snail,1.339327
snake,8.505425
snaky,0.079045
snare,1.116449
snarl,0.474434
sneak,1.565495
sneer,0.875072
snide,0.187618
sniff,0.800113
snipe,0.339319
snoop,0.203224
snore,0.306573
snort,0.700761
snout,1.02131
snowy,1.479179
snuck,0.2719
snuff,0.981389
soapy,0.435187
sober,4.341693
soggy,0.509801
solar,14.762139
solid,39.888625
solve,19.088523
sonar,0.931249
sonic,1.018587
sooth,0.266327
sooty,0.39022
sorry,24.6731
sound,82.944786
south,150.251232
sower,0.259453
space,113.702271
spade,1.453822
spank,0.209028
spare,9.666552
spark,4.740991
spasm,2.329274
spawn,0.880538
speak,67.554336
spear,3.905039
speck,1.04419
speed,50.016775
spell,8.164817
spelt,0.810879
spend,27.444939
spent,50.856017
sperm,5.867374
spice,1.8267
spicy,0.961256
spied,0.871889
spiel,0.251307
spike,2.904833
spiky,0.259929
spill,2.552536
spilt,0.403721
spine,10.049894
spiny,0.570798
spire,0.910557
spite,24.390823
splat,0.127921
split,20.319051
spoil,2.762563
spoke,43.513547
spoof,0.178561
spook,0.271361
spool,0.732017
spoon,3.702188
spore,1.286618
sport,12.991267
spout,0.719225
spray,6.920943
spree,0.55499
sprig,0.31234
spunk,0.163672
spurn,0.254815
spurt,0.872682
squad,3.361267
squat,1.266227
squib,0.09573
stack,7.788598
staff,74.524682
stage,98.62556
staid,0.64603
stain,5.663559
stair,1.718317
stake,8.346926
stale,2.092725
stalk,2.259596
stall,2.734038
stamp,6.212948
stand,63.385186
stank,0.292334
stare,5.212722
stark,4.909134
start,79.142683
stash,0.35527
state,402.267294
stave,0.677647
stead,1.747028
steak,1.867834
steal,5.437241
steam,16.420707
steed,0.886135
steel,39.000361
steep,8.627836
steer,2.606621
stein,4.852953
stern,8.986055
stick,17.303667
stiff,7.769559
still,343.352114
stilt,0.150967
sting,2.195142
stink,0.908417
stint,0.84227
stock,50.329583
stoic,1.759245
stoke,0.586591
stole,4.010096
stomp,0.295882
stone,49.885446
stony,2.115427
stood,66.596243
stool,4.619293
stoop,1.176242
store,36.971911
stork,0.515493
storm,17.601376
story,120.74411
stout,3.58139
stove,5.153259
strap,2.167354
straw,6.884966
stray,2.842928
strip,11.550709
strut,0.815565
stuck,11.909824
study,242.114955
stuff,17.492169
stump,2.446734
stung,1.392666
stunk,0.075331
stunt,0.911144
style,65.032544
suave,0.44298
sugar,28.259358
suing,0.499978
suite,6.783417
sulky,0.398132
sully,0.535448
sumac,0.186255
sunny,3.982559
super,8.554237
surer,0.440523
surge,3.761825
surly,0.580684
sushi,0.338831
swami,2.130434
swamp,3.462804
swarm,1.517023
swash,0.176904
swath,0.366944
swear,4.713766
sweat,8.196961
sweep,5.765615
sweet,24.818114
swell,3.501865
swept,9.900481
swift,8.276494
swill,0.128044
swine,2.044044
swing,8.697748
swirl,0.958937
swish,0.359606
swoon,0.35699
swoop,0.49081
sword,13.719011
swore,2.963639
sworn,3.154297
swung,6.189755
synod,2.092769
syrup,2.310259
tabby,0.302704
table,226.456414
taboo,2.589163
tacit,2.34452
tacky,0.349447
taffy,0.246035
taint,0.821277
taken,180.670111
taker,0.696079
tally,1.413778
talon,0.302751
tamer,0.230599
tango,0.600968
tangy,0.143297
taper,1.390002
tapir,0.16031
tardy,0.545948
tarot,0.490449
taste,25.359674
tasty,1.099182
tatty,0.080421
taunt,0.535709
tawny,0.619575
teach,26.230615
teary,0.161563
tease,1.413996
teddy,2.244644
teeth,28.301657
tempo,3.215021
tenet,1.082157
tenor,2.63413
tense,8.500648
tenth,8.297999
tepee,0.245571
tepid,0.50774
terra,2.168785
terse,0.754599
testy,0.208009
thank,32.89371
theft,4.771287
their,4.880867
theme,27.281956
there,1429.256388
these,188.720105
theta,0.73715
thick,29.603049
thief,3.914442
thigh,4.047131
thing,140.552279
think,251.916515
third,136.108874
thong,0.50567
thorn,2.223262
those,299.574707
three,406.71484
threw,16.559291
throb,0.565241
throw,17.641289
thrum,0.08429
thumb,8.313585
thump,0.780718
thyme,0.659107
tiara,0.268887
tibia,1.819077
tidal,4.446211
tiger,5.308245
tight,15.795539
tilde,0.101109
timer,2.200656
timid,2.561229
tipsy,0.343814
titan,0.753339
tithe,0.817008
title,46.774375
toast,2.989813
today,103.842706
toddy,0.288073
token,6.463716
tonal,1.738506
tonga,0.865598
tonic,2.811054
tooth,10.355983
topaz,0.360201
topic,21.447024
torch,3.110277
torso,1.664883
torus,0.5794
total,150.599969
totem,1.096253
touch,35.472207
tough,11.542599
towel,3.806923
tower,15.770217
toxic,11.619143
toxin,3.368442
trace,18.542722
track,25.449584
tract,16.838921
trade,119.796355
trail,17.301871
train,32.77365
trait,6.669945
tramp,1.48905
trash,3.286622
trawl,0.344738
tread,2.346177
treat,24.134628
trend,21.827116
triad,1.966096
trial,41.396115
tribe,11.679962
trice,0.240137
trick,7.41184
tried,77.63943
tripe,0.210213
trite,0.612535
troll,0.54418
troop,3.695508
trope,0.749664
trout,4.470974
trove,0.303564
truce,2.327855
truck,13.841228
truer,0.964856
truly,29.683565
trump,1.129027
trunk,10.236668
truss,1.289599
trust,45.787532
truth,85.871595
tryst,0.23716
tubal,0.899462
tuber,0.592089
tulip,0.587665
tulle,0.170518
tumor,21.821562
tunic,1.341182
turbo,0.723284
tutor,3.380306
twang,0.229105
tweak,0.229759
tweed,1.015455
tweet,0.05569
twice,30.196038
twine,0.711095
twirl,0.203597
twist,5.164076
twixt,0.187376
tying,2.484891
udder,0.31959
ulcer,4.272051
ultra,3.442961
umbra,0.156636
uncle,22.040956
uncut,0.408256
under,392.221462
undid,0.418939
undue,3.0457
unfed,0.072326
unfit,2.10363
unify,1.121567
union,97.51298
unite,5.001839
unity,30.726729
unlit,0.269533
unmet,0.563885
unset,0.074669
untie,0.404831
until,104.428119
unwed,0.412192
unzip,0.093898
upper,65.934242
upset,11.801386
urban,56.78708
urine,14.941036
usage,14.37417
usher,1.382748
using,202.324894
usual,43.730324
usurp,0.506768
utile,0.169174
utter,6.511244
vague,10.505001
valet,0.965442
valid,21.038082
valor,1.113433
value,196.458103
valve,15.694145
vapid,0.180348
vapor,7.654997
vault,2.853686
vaunt,0.074994
vegan,0.163149
venom,1.652238
venue,1.693415
verge,2.785272
verse,19.624617
verso,1.826795
verve,0.389836
vicar,1.893175
video,18.873229
vigil,1.163486
vigor,2.993345
villa,5.458777
vinyl,2.365897
viola,1.484301
viper,0.488574
viral,8.064664
virus,23.076651
visit,49.956515
visor,0.38012
vista,2.136166
vital,25.324256
vivid,6.792526
vixen,0.214537
vocal,7.649657
vodka,1.298787
vogue,2.318136
voice,93.741863
voila,0.308983
vomit,1.14405
voter,3.227579
vouch,0.406167
vowel,4.644159
vying,0.400776
wacky,0.17577
wafer,1.795975
wager,1.05965
wagon,7.611762
waist,6.853702
waive,0.624026
waltz,1.273248
warty,0.153552
waste,28.115799
watch,38.329663
water,278.163521
waver,0.534136
waxen,0.179274
weary,6.010092
weave,2.569455
wedge,3.917316
weedy,0.311868
weigh,4.792919
weird,3.643065
welch,2.064351
welsh,5.527441
wench,0.420152
whack,0.444958
whale,4.011476
wharf,1.743488
wheat,15.05655
wheel,16.040159
whelp,0.102916
where,397.281742
which,1900.91739
whiff,0.581786
while,50.449541
whine,0.791337
whiny,0.088991
whirl,0.943605
whisk,0.739639
white,183.830588
whole,176.8112
whoop,0.389423
whose,113.721774
widen,1.584954
wider,17.653915
widow,8.784396
width,16.572527
wield,1.0898
wight,0.897908
willy,1.930837
wimpy,0.100982
wince,0.384044
winch,0.849072
windy,1.403487
wiser,2.458856
wispy,0.280502
witch,5.089724
witty,2.243748
woken,0.535226
woman,139.496997
women,268.876614
woody,2.397292
wooer,0.064002
wooly,0.100867
woozy,0.103634
wordy,0.292445
world,407.240557
worry,19.92717
worse,31.809738
worst,20.634678
worth,48.017973
would,18.132686
wound,17.971832
woven,4.747698
wrack,0.12999
wrath,4.880019
wreak,0.443448
wreck,3.090497
wrest,0.564123
wring,0.504418
wrist,6.714642
write,72.750298
wrong,63.088222
wrote,77.242915
wrung,0.796558
wryly,0.633944
yacht,2.163723
yearn,0.660063
yeast,5.357434
yield,29.857658
young,188.43468
youth,39.66757
zebra,0.735172
zesty,0.041768
zonal,0.972359
